"","Sample.name","Sex","Biosample.ID","Population.code","Population.name","Superpopulation.code","Superpopulation.name","Population.elastic.ID","Data.collections"
"935","NA18516","male","SAME124884","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"986","NA18522","male","SAME124669","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"967","NA18523","female","SAME124670","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"969","NA18528","female","SAME124661","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"971","NA18530","male","SAME124484","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"990","NA18534","male","SAME124488","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"973","NA18535","female","SAME124487","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"992","NA18539","female","SAME124475","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"994","NA18541","female","SAME124270","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"975","NA18542","female","SAME124267","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"996","NA18546","male","SAME124263","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"977","NA18547","female","SAME124264","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"998","NA18553","female","SAME124088","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1000","NA18558","male","SAME124094","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"979","NA18559","male","SAME124093","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1002","NA18560","female","SAME123925","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"981","NA18561","male","SAME123926","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"1004","NA18565","female","SAME123922","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"983","NA18566","female","SAME123923","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"1006","NA18572","male","SAME123739","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"985","NA18573","female","SAME123738","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"1066","NA18577","female","SAME123734","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"1068","NA18591","female","SAME123719","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"987","NA18592","female","SAME123721","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"1070","NA18596","female","SAME123718","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"989","NA18597","female","SAME123232","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"991","NA18605","male","SAME124877","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"1072","NA18609","male","SAME124867","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"1074","NA18611","male","SAME123225","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"993","NA18612","male","SAME125036","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"1076","NA18616","female","SAME125032","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"995","NA18617","female","SAME125033","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1078","NA18623","male","SAME124507","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"997","NA18624","male","SAME124506","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"1080","NA18628","female","SAME124502","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1019","NA18629","male","SAME124501","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1082","NA18630","female","SAME124895","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1021","NA18631","female","SAME124056","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1084","NA18635","male","SAME123661","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"1023","NA18636","male","SAME124320","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,90 Han Chinese high coverage genomes"
"1086","NA18642","female","SAME122982","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1025","NA18643","male","SAME122981","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1088","NA18647","male","SAME122977","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1027","NA18648","male","SAME122974","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1090","NA18748","male","SAME123909","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1029","NA18749","male","SAME123910","CHB","Han Chinese","EAS","East Asian Ancestry","CHB","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1092","NA18856","male","SAME124736","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1037","NA18864","female","SAME124903","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1154","NA18868","male","SAME124910","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1156","NA18870","female","SAME125101","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1041","NA18871","male","SAME125102","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"999","NA18876","female","SAME125103","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1160","NA18907","female","SAME123563","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1001","NA18908","male","SAME123560","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1003","NA18910","male","SAME123402","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1005","NA18915","male","SAME123405","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1008","NA18933","female","SAME123037","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1007","NA18934","male","SAME123036","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1009","NA18939","female","SAME123041","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1010","NA18940","male","SAME124310","JPT","Japanese,Japanese","EAS","East Asia (SGDP),East Asian Ancestry","JapaneseSGDP,JPT","1000 Genomes on GRCh38,Simons Genome Diversity Project,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1011","NA18941","female","SAME124311","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1012","NA18945","male","SAME124315","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1013","NA18946","female","SAME124312","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1014","NA18952","male","SAME124114","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1015","NA18953","male","SAME124113","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1016","NA18957","female","SAME124109","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1017","NA18960","male","SAME123956","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1018","NA18964","female","SAME123960","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1061","NA18965","male","SAME123961","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1020","NA18969","female","SAME123954","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1022","NA18971","male","SAME123763","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1063","NA18972","female","SAME123762","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1024","NA18976","female","SAME123766","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1065","NA18977","male","SAME123765","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1026","NA18983","male","SAME125074","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1067","NA18984","male","SAME125071","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1028","NA18988","male","SAME125078","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1069","NA18989","male","SAME125079","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 3,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1030","NA18990","male","SAME124893","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1071","NA18991","female","SAME124892","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1032","NA18995","male","SAME124896","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1034","NA19001","female","SAME124478","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1073","NA19002","female","SAME124479","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1036","NA19006","male","SAME125119","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1075","NA19007","male","SAME124476","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1077","NA19019","female","SAME124000","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1246","NA19020","male","SAME124855","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1248","NA19025","male","SAME124852","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1079","NA19026","male","SAME124849","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1250","NA19037","female","SAME124665","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1259","NA19038","female","SAME124668","LWK","Luhya","AFR","African Ancestry","LWK","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1254","NA19056","male","SAME125026","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1261","NA19057","female","SAME125025","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1256","NA19063","male","SAME123006","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1263","NA19064","female","SAME123010","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1258","NA19068","male","SAME123012","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1260","NA19070","male","SAME122820","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1262","NA19075","male","SAME122816","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1265","NA19076","male","SAME122819","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1264","NA19082","male","SAME123370","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1267","NA19083","male","SAME123371","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1266","NA19087","female","SAME123367","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1269","NA19088","male","SAME123360","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release"
"1271","NA19090","female","SAME123175","JPT","Japanese","EAS","East Asian Ancestry","JPT","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"
"1273","NA19095","female","SAME123170","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1308","NA19099","female","SAME125240","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1310","NA19102","female","SAME125112","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1312","NA19107","male","SAME123393","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1103","NA19108","female","SAME125378","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1314","NA19114","female","SAME122953","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1316","NA19119","male","SAME122944","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1318","NA19121","male","SAME125015","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1320","NA19138","male","SAME125236","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1113","NA19141","male","SAME124607","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1115","NA19146","male","SAME125080","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1168","NA19152","female","SAME123017","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1117","NA19153","male","SAME123019","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1119","NA19160","male","SAME123758","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1170","NA19171","male","SAME124419","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1121","NA19172","female","SAME124420","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1125","NA19184","male","SAME123859","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1127","NA19189","male","SAME123869","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1174","NA19190","female","SAME124041","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1245","NA19204","female","SAME122985","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1247","NA19209","female","SAME122994","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1182","NA19210","male","SAME125383","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1186","NA19222","female","SAME124147","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1251","NA19223","male","SAME125223","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
"1253","NA19235","female","SAME125002","YRI","Yoruba","AFR","African Ancestry","YRI","1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis"
